video_id,duration,bitrate,bitrate(video),height,width,frame rate,frame rate(est.),codec,category,url,title,description,hashtags,views,likes,comments,audio_path,Transcript,Translate
JGgJ-CLmN3M,231,635,510,640,480,29.92,0.0,h264,Comedy,https://www.youtube.com/watch?v=JGgJ-CLmN3M,Khemarak Sereymon - Min Arck Kvas Thlai,Khemarak Sereymon - Min Arck Kvas Thlai U2 vol.18,"Sereymon, Min, Arck, Khemarak, Thlai, Kvas",1199676,8455,61,/content/drive/MyDrive/EGBI222_Group Project_1/audio/JGgJ-CLmN3M.mp3,ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ � ន្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្� ឍ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្� सइ ज़ा खान हा,I'm not afraid of you
JJ90-LiilJk,235,312,212,320,240,29.97,0.0,h264,Comedy,https://www.youtube.com/watch?v=JJ90-LiilJk,3 people in a garden,The sequil to 4 peopke in a garden,"garden, people, in",79,1,0,/content/drive/MyDrive/EGBI222_Group Project_1/audio/JJ90-LiilJk.mp3,"The sequel to Four People in the Garden. Three people in the garden. Starring me, D. Ointonson. Me, Mark Tricell. And me, the Jimmy Dogg, once a people. And it's been snowing. What? And it's bloody ice on the bloody trampoline. What did I tell you last time? I'm going around the garden. We're gone now. No!","The sequel to Four People in the Garden, three people in the garden starring me, D. Ointonson. Me, Mark Tricell. And me, the Jimmy Dog, once a people. And it's been snowing. What? Snow. And it's bloody ice on the bloody trampoline. What did I tell you last time? I'm going around the garden. We're gone now. no"
JTff-TbgYbY,145,1179,1099,800,480,30.0,0.0,h264,Autos & Vehicles,https://www.youtube.com/watch?v=JTff-TbgYbY,Lincoln 250 pt2,Just a little more on my welder,"tombstone, crackerbox, ac/dc, lincoln, welder, idealarc, 250",1323,5,1,/content/drive/MyDrive/EGBI222_Group Project_1/audio/JTff-TbgYbY.mp3,"Okay, well update Let's see here. Yeah update Got the covers off and everything There's a few places online that sell these I'm having trouble finding them. So if anybody knows then let me know They're not on you to eBay anymore. They were I got the whole thing pulled apart Yep, got the cover off That took a little bit of work the front dial I I'm probably going to use Rust-Oleum because this thing is going to sit outside a lot. It will be covered but it will be sitting outside. So you probably Rust-Oleum on it. But I'll probably put a hardener or something there so it doesn't fade so fast. And I noticed I got a small hydraulic leak on my mower today. That'll be another project because I did notice right up under here through the driveshaft, there's a little bit of a leak. There's an output shaft so I'm wanting to put another pump and everything on here so I'm thinking I might be able to instead of hooking to the front like I thought about doing on the front here So the front PTO shaft probably can't see it too well down there Put a hydraulic pump for hydraulic tiller. I want to put a tiller on here off of a John Deere and Ingersoll made a 48 inch rough cut hydraulic driven brush cutter Well, I'm wanting to put it on the back of here and if I put it on the front from the hydraulics that'd be great. So, but that's a whole nother project right now. We're gonna do with this welder since I've already in the middle of it. So I want to start on another project. So, but all right.","Ok, well update. Let's see here, update. Got the covers off and everything. There's a few places online that sell these. I'm having trouble finding them. So if anybody knows, let me know. They're not on Uteed Bay anymore. They were. I got the whole thing pulled apart. Yep, got the cover off. That took a little bit of work. The front dial. I I'm going to use Rust-Oleum because this thing is going to sit outside a lot. It will be covered but it will be sitting outside. So you probably Rust-Oleum on it but I'll probably put a hardener or something there so it doesn't fade so fast. And I noticed I got a small hydraulic leak on my mower today. That'll be another project because I did notice right up under here through the driveshaft There's an output shaft, so I'm wanting to put another pump and everything on here. So I'm thinking I might be able to instead of hook into the front like I thought about doing on the front here. So the front PTO shaft probably can't see it too well. Down there, put a hydraulic pump for a hydraulic tiller. I want to put a tiller on here off of a John Deere and Enger Soul made a 48 inch rough cut hydraulic driven brush cutter. Well, I'm wanting to put it on the back of here. and if I put it on the front from the hydraulics that'd be great. So but that's a whole nother project right now. We're gonna do with this welder since I've already in the middle of it. So I want to start on another project. So but alright."
JWDx-8F0zds,297,1109,994,854,480,29.97,0.0,h264,People & Blogs,https://www.youtube.com/watch?v=JWDx-8F0zds,Kairós Nunca me Deixou,Ministério de Expressão de Dança Kairós,"Kairós, Nunca, me, Deixou",3591,37,2,/content/drive/MyDrive/EGBI222_Group Project_1/audio/JWDx-8F0zds.mp3,ainda que eu ande pelo vale da sombra da morte o teu alança fora o medo ainda que eu me encontrei bem no meio das tempestades da vida não voltarei pois perto estas eu não temerei,"I'm still here, far away, through the valley of the shadow of death Your advance is fear, I'm still here, I found myself, well in the middle of the tempestades of life I won't come back because you're close I won't fear"
JWym-dAnJqc,346,1292,1182,720,480,30.0,0.0,h264,People & Blogs,https://www.youtube.com/watch?v=JWym-dAnJqc,Brutal Brendan Barrett Tropicana 2013,,,736,8,0,/content/drive/MyDrive/EGBI222_Group Project_1/audio/JWym-dAnJqc.mp3,"from the drop 10 hotel casino on the boardwalk in Atlantic City. Three, five minute rounds of MMA. Expansion round is necessary. 240 pounds of gold. And the medal of the ring is Big Dan Herriviato. Judging the championship belt will be Dean Terrelly, John Billick and Henry Croia. This battle is sanctified by the New Jersey State Athletic Control Board. Commissioner Harry Davis, Councilor Pete Lemo, David Tendez. And now for the banking title out of the full corner 30. From team Blake, came out Ricardo Scalici. The red jersey weight is at 236 pounds. From San Paolo, Brazil, Rubio Santos. And out of the red corner also looking to put that belt around his waist. Out of crew, out of him. Oh he's up, okay, thank God.","from the drop 10 hotel casino on the boardwalk in Atlantic City. Three, five minute rounds of MMA. Expansion round is necessary. 240 pounds. And the medal of the ring is Big Dan Herriviato. Judging the championship belt will be Dean Terrelly, John Billick and Henry Croie. This battle is sanctified by the New Jersey State Athletic Control Board. Commissioner Harry Davis, Council President Flambeau, David Tendez. And now for the banking title out of the full corner 30. From team Blake, came out Ricardo Scalici. The red turns he went at 236 pounds. From San Paolo, Brazil, Rubio Santos. And out of the red corner, also looking to put that belt around his waist. Out of crew, out of him. Oh he's up, okay, thank God."
J_SF-_JlnH4,106,4078,3924,1920,1080,25.0,25.0,h264,Education,https://www.youtube.com/watch?v=J_SF-_JlnH4,Du hoc Malaysia - Các trường tại Malaysia yêu cầu đầu vào như thế nào?.flv,"CÔNG TY CHUYÊN DU HỌC CÁC NƯỚC - TÂN ĐẠI DƯƠNG HCM - NEW GREAT OCEAN  ĐC : Gần chợ Tân định. MT 148/1 Trần Quang Khải, P.Tân Định, Q.1, HCM ĐT:  (  84.8  )   3848 48 79 (26 Line)   Hotline tư vấn các nước 24/24:  01679 599 338  - 01665 157 271 - 01665 156 580 -- 01677 773 972 -- 01677 387 138 -- 01675 035 553 -- 01675 045 478 - 098 900 6890   Website:  http://tandaiduong.edu.vn/ - http://hosoduhoc.com/  Cty Chuyên Du Học Mỹ Tân Đại Dương kinh nghiệm trên 10 năm và Chỉ có 1 địa chỉ duy nhất tại TPHCM  Du hoc Malaysia - Các trường tại Malaysia yêu cầu đầu vào như thế nào?.flv Du hoc Malaysia - Các trường tại Malaysia yêu cầu đầu vào như thế nào?.flv Du hoc Malaysia - Các trường tại Malaysia yêu cầu đầu vào như thế nào?.flv Du hoc Malaysia - Các trường tại Malaysia yêu cầu đầu vào như thế nào?.flv Du hoc Malaysia - Các trường tại Malaysia yêu cầu đầu vào như thế nào?.flv","thong tin du hoc Malaysia, hoc phi du hoc Malaysia, Du hoc Malaysia, du hoc Malaysia 2012-2013, hoc bongdu hoc Malaysia, du hoc Malaysia hoc bong",56,0,0,/content/drive/MyDrive/EGBI222_Group Project_1/audio/J_SF-_JlnH4.mp3,"Điều kiện đầu vào để du học ở Malaysia có khó không? Du học sinh cần những giấy tờ nào? Để hoàn chỉnh một bộ hồ sơ thì phải mất thời gian là bao lâu? Với câu hỏi này xin được đặt cho chị Quỷ. Điều kiện đầu vào để du học ở Malaysia thì không có khó như các nước khác. Thật ra rất là đơn giản. Các bạn chỉ cần học hết lớp 11 hoặc là đã tốt nghị phổ thông trung học là các bạn có thể đăng ký đi du học hoặc là học lại học ở trường Malaysia rồi. Đi định chọn một trường nào đó, các bạn cần chuẩn bị cho mình một bộ hồ sơ cụ thể rõ ràng. Chúng mình sẽ kịp để các bạn đi yếu học.","Is it difficult to study in Malaysia? Do you need any paper to complete a course? How long do you have to wait? I would like to ask you. It's not difficult to study in Malaysia. It's very simple. You just need to study all 11 or have a middle school job. You can register to study in Malaysia. You don't need to have a good or A.F.T.S. or no proof of evidence, like the interview when you're at the gym. About the basic textbooks, when you decide to choose a subject, you need to prepare for a really clear and clear structure. The first thing you need to prepare is your student's paper, your passport, your school and your grade. If you have a high school or university, you have to have English, you have to study more. In the school, you have to study at the school and check your health according to the form of the school. Normally, to complete a school, you have to apply at least 3 months, then you have to meet the school, they have to accept the letter of fulfillment,"
JbPj-h-3AIk,68,423,294,320,240,15.0,0.0,h264,Music,https://www.youtube.com/watch?v=JbPj-h-3AIk,28.04.2011.THPT Hựu Thành.liên hoan tiểu phẩm,tiểu phẩm dự thi của lớp 12a1 trường THPT Hựu Thành,"4, 28, 2011",1169,2,0,/content/drive/MyDrive/EGBI222_Group Project_1/audio/JbPj-h-3AIk.mp3,"Thưa bí dụ, các bạn nằm trong các quạt động thông tin tuyên quyền bầu cử đề biểu quốc hộ Quá 13 và đề biểu hội đồng nhân dân các cấp nhiệm kỳ 2011-2016, ban dân dận quyền quỹ và phòng dân khóa thông tin quyền trộ ôn, tổ chức liên quan tiểu phẩm tuyên quyền bầu cử đề biểu quốc hộ Quá 13 và đề biểu hội đồng nhân dân các cấp nhiệm kỳ 2011-2016. Đoàn viên là đoàn viên hội viên của 20 đội tuyên truyền thuộc 13 xã thị trấn trường học và 3 ngàn quyền. Giới quy định thực hiện chương trình tiểu phẩm 30 phút, các đơn vị đã có sự đầu tư tốt về nội dung tuyên truyền, phong cách biểu diễn qua các điều lý bài giọng cổ. Chủ đề sát trọng tâm tuyên truyền, tạo khí thế rưu tư sôi nổi trong ngày hội lớn của dân tộc thuốc đông đảo người dân đến xem cổ dũ. là chỗ nghĩa một đích tuyên chuyện đến mọi người là việc bầu cử ứng cử rất là quan trọng","The report is based on the report of the National Security Council's National Security Council and the National Security Council's National Security Council's National Security Council and the National Security Council's National Security Council's National Security Council's National Security Council and the National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's National Security Council's The crew of the group of 20-team members, including 13 students, students and 3,000 members, are in charge of the program. With the 30-minute show, the crew has the best investment in the team, in the way they perform, through the rules, the old-fashioned dance, the main character of the team, the crew of the crew, the crew of the crew, the crew of the crew, the crew of the crew, the crew of the crew, the crew of the crew, the crew of the crew, the crew of the crew, the crew of the crew, the crew of the crew, the crew of the crew, the crew of the crew, the crew of the crew, the crew of the crew, the crew of the crew, the crew of the crew, the crew of the crew, the crew of the crew, the crew of the crew, the crew of the crew, the crew of the crew, crew of the crew, crew of the crew, crew, crew, crew, crew, crew, crew, crew, crew, crew, It's a very important thing to do."
Jf6o-IBk6Fw,120,2365,2171,1280,720,30.0,30.0,h264,Gaming,https://www.youtube.com/watch?v=Jf6o-IBk6Fw,Wii U Deluxe Set - North American Box Art,"A brief overview of the North American Nintendo Wii U Deluxe Set Box Art.  Enter to Win 1 of 3 Wii U Launch Titles:  http://www.youtube.com/watch?v=cSQFA975A28  Thanks for watching, and don't forget to like, comment, and subscribe!","Club, Art, Deluxe, Review, Set, America, North, WiiU, Nintendo, Coins, Unboxing, Box",3309,39,11,/content/drive/MyDrive/EGBI222_Group Project_1/audio/Jf6o-IBk6Fw.mp3,"Hello everyone, Henjo555 here, and I had the pleasure of going out and picking up a Nintendo Wii U Deluxe set. I'm going to show you guys the North American box art, what it looks like. Very interesting, very well designed. So it's something you want to keep on display, not just throw away. So as you can see, the Deluxe set has 32 gigabytes of internal memory versus 8 gigabytes of internal storage for the basic set. Now coming up on the right here, we have this, you know, kind of sticker set up here where we have this Deluxe digital promotion. as well as showing us that the deluxe that comes with Nintendo Land. On the top, again, the box looks very sleek. Again, something you want to put on display and not just throw away. And coming on the side, we see a bunch of stuff showing us, oh, well we can play games in 1080p HD for the first time ever. And it has backwards compatibility with the Nintendo Wii, which is also fantastic. But overall, this is a very well designed box and I feel like overall, I got my money's worth. worth the $350. I'm going to go ahead and open the system up. Probably come Wednesday or Thursday. I've got some testing beforehand. But let's look at the side. We have 10 different things that the Wii U comes with. And again, the deluxe set is just such a better deal than the basic set. We have the Nintendo Land game disc, of course, and then this cradle and the stand for the game pad. And of course, all the basic stuff, sensor bar and whatnot. So overall it looks fantastic. And again, coming up on the side, we have this awesome look you so and I've also got a dent on the top right hand corner if you didn't notice but overall the North American deluxe set box art looks fantastic I would like to thank you guys for watching and also check out the link in the description to win one of three Nintendo Wii U launch titles go ahead check that link out and good luck to all of you who entered and I'd like to thank you guys for watching and don't forget to like comment and subscribe HENJO555 signing off","Hello everyone, Henjo555 here and I had the pleasure of going out and picking up a Nintendo Wii U Deluxe set. I'm going to show you guys the North American box art, what it looks like. Very interesting, very well designed. So it's something you want to keep on display, not just throw away. So as you can see, the Deluxe set has 32 gigabytes of internal memory versus 8 gigabytes of internal storage for the basic set. Now coming up on the right here, we have this, you know, kind of sticker set up here where we have this Deluxe digital promotion. as well as showing us that the deluxe that comes with Nintendo Land. On the top, again, the box looks very sleek. Again, something you want to put on display and not just throw away. And coming on the side, we see a bunch of stuff showing us, oh, well, we can play games in 1080p HD for the first time ever. And it has backwards compatibility with the Nintendo Wii, which is also fantastic. But overall, this is a very well-designed box. And I feel like, overall, I got my money's worth. worth the $350. I'm going to go ahead and open the system up. Probably come Wednesday or Thursday. I've got some testing beforehand. But let's look at the side. We have 10 different things that the Wii U comes with. And again, the deluxe set is just such a better deal than the basic set. We have the Nintendo Land game disc, of course, and then this cradle and the stand for the game pad. And of course, all the basic stuff, sensor bar and whatnot. So overall, it looks fantastic. And again, coming up on the side, we have this awesome look you so and I've also got a dent on the top right hand corner if you didn't notice but overall the North American deluxe set box art looks fantastic I would like to thank you guys for watching and also check out the link in the description to win one of three Nintendo Wii U launch titles go ahead check that link out and good luck to all of you who entered and I'd like to thank you guys for watching and don't forget to like comment and subscribe HENJO555 signing off"
JgCR-vA7NH0,119,341,267,320,214,29.97,0.0,h264,Sports,https://www.youtube.com/watch?v=JgCR-vA7NH0,[レースリプレイ] 080927 4阪神5 01R,[レースリプレイ] 080927 4阪神5 01R,レースリプレイ,266,0,0,/content/drive/MyDrive/EGBI222_Group Project_1/audio/JgCR-vA7NH0.mp3,開催5日目の半身経場所は公展 シバコースは利用場場ですがダートは昨日の雨の影を受けまして夜用物発表を最後に11番の積算ダンス員スタートしましたちょっとバラすいだスタートになっていますコースタートを切ったのはトップカミングマス出ていきましたトップカミング戦闘でリードを1橋に取りました内からアマロシーサー僅かに2番手に上がるかマイネチャペルさらに外ハリケンアスリートその内から馬群の中ハッピーパレードもポジション押し上げていきました7番のA心3人で、インコース1番TEMダイヤな外、石山ダンスインのツイッソを1000m切りました。その後は3バシンぐらいあいて、ウェザーサイドおしまいから3番って、そのうち並んで、エリモラブリー3コーナー回って3バシン、4バシン貸のヘラクレスが最高高3コーナー今、8ペコを切っていきました。先手奪ったトップカミング、リードは体半分、その外、ハッピーパレードが2番って、そして1バシンさ、マイネチャペル3番って、さらに外、ハリケンが3と4番って、インコースこれは並んでいっている。3 四コーナー中間4コーナーに向かいますこの先段から1場新反差 英新32例の追想で石山ダンスインうちは1番の天煙無ダイヤなまもなく残り400台4コーナーから直線に向かいましたトップカミングトップカミング戦闘ですが並んでいったハッピーパレード 里頭の追い比べトップカミング抜かせません体半分1場新また振り切るかしかしハッピーパレードも3つめて200個を切りましたその後は2場新がいてうちからアマのシーザー現在3番手ですが外からウェザーサイド行こんできたウェザーサイド行こんで3番手に上がれる角つき話しているトップカミングリードはリバシ、トップカミングゴール、2着はハッピーパレード、3番手ウェザーサイド優勝かアマロシーさん2頭を並んでいました,"The 5th half of the season is a second half. The Shiba course is a second half, but the last half is a second half. The last half is a second half, but the last half is a second half. The last half is a second half, but the last half is a second half. The last half is a second half, but the last half is a second half. The last half is a second half, but the last half is a second half. The last half is a second half, but the last half is a second half. The last half is a second half, but the last half is a second half. The last half is a second half, but the last half is a second half. The last half is a second half, but the last half is a second half. The last half is a second half, but the last half is a second half. The last half is a second half, but the last half is a second half. The last half is a second half, but the last half is a second half. The last half is a second half The top of the top is the lead. Top-coming leader, Aribashi, and Gole. 2nd place, Happy Parade. 3rd place, Amanoshi, who is known for his weather side."
JjdU-38FFTk,182,906,820,640,480,29.97,0.0,h264,Gaming,https://www.youtube.com/watch?v=JjdU-38FFTk,どうぶつの森 part.1(2/2),高い！！,どうぶつの森,53,0,0,/content/drive/MyDrive/EGBI222_Group Project_1/audio/JjdU-38FFTk.mp3,はい、どうも。よし、やっていこう。ちょっとちょっとそこの人。あなたがこのおうちの注文してくれたオプションさんですね。だもね。うぅ、何やって良かったの?どう、結構住みやすそうなおしでしょ?まあまあ、住んでるうちになれるから大丈夫大丈夫。僕はこの村でお店をやってる田中地っていうんだね。お店の方にも、おうちを建てとりあえず注文したお家は建て取りだしお前は腹へ…腹へとは…いや、一緒に腹へとは言わないだろ。屋根ラビアのベッドに横になればその日の結果を記憶することができる。少しずつこの村の役場から入り込んでくれればそれでいいな。もう無くそ。より慣れろ僕のもっと自能見せるシーパラークアルバイトをするのがいいと思うんだなお金も貸し上げるし生活の色派も分かるし一石に見ちゃおうだしそうしようしようしようはいはいはいあよし分かったちょっとまとりあえずセイエアイブして終わりますはいえーとえーとパート2、パート1のパート1は今後これで終わりたいと思います。次回も見てくれた方がと思います。では、またねー,"Hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, I'll try to open it and try various things. I've been ordering for a while. I've been building it. And this house is an optional house. It's a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of a loan of I can't say that I'm hungry. If I'm next to the bed of the Yaneu-Rabia, I can record the result of that day. If I can enter this village from the back, that's fine. I'm going to die. I can save this. I think it's better to work part time at a local shop. I can earn money, and I can get a living. I'll go out for a day. Let's do that. I understand. I'll finish my business. I think I'll end this part 1. I'll see you next time. See you."
JlTL-wRmv44,70,431,300,480,270,24.0,0.0,h264,Autos & Vehicles,https://www.youtube.com/watch?v=JlTL-wRmv44,2006 FORD EXPLORER Greenwood SC,"Click here for price : http://georgeballentinefordlincoln.vshoc.com/974c0b?vin=1FMEU63E06UA20010       We have been honored to serve the Greenwood SC area , we promise that your experience at our dealership will exceed your expectations !       Year : 2006   Make : FORD   Model : EXPLORER   Engine : 4.0L V6 12V MPFI SOHC   Trans . : 5-SPEED AUTOMATIC   Exterior : GRAY   Miles : 80,824   Interior : BEIGE   Stock : F8839B       George Ballentine Ford Lincoln    (864) 223-4351    http://ballentineford.dealerconnection.com/     1305 Bypass 72 NE   Greenwood , SC 29649","Greenwood, Array, vSHOC, SC, Vidbrid, FORD, VideoCarlot, 2006",3,0,0,/content/drive/MyDrive/EGBI222_Group Project_1/audio/JlTL-wRmv44.mp3,"This is a 2006 Ford Explorer. This SUV has a 5-speed automatic transmission and a 4.0-liter V6. Its top features include a double wishbone independent front suspension, traction control and stability control systems, aluminum wheels, roof rails, and a tire pressure monitoring system. The following features are also included air conditioning, cruise control, full-power accessories, a CD player, a leather-wrapped steering wheel, a trailer hitch receiver, running boards, an anti-lock braking system, a rear window defroster, and an auxiliary power outlet. Contact us today to arrange your test drive. good.","This is a 2006 Ford Explorer. This SUV has a 5-speed automatic transmission and a 4.0-liter V6. Its top features include a double wishbone independent front suspension, traction control and stability control systems, aluminum wheels, roof rails, and a tire pressure monitoring system. The following features are also included air conditioning, cruise control, full-power accessories, a CD player, a leather-wrapped steering wheel, a trailer hitch receiver, running boards, an anti-lock braking system, a rear window defroster, and an auxiliary power outlet. Contact us today to arrange your test drive. good."
JmHT-c55Gpw,97,461,331,640,480,30.0,0.0,h264,Music,https://www.youtube.com/watch?v=JmHT-c55Gpw,just breath deejay wells, ,"172444, 110810",62,1,0,/content/drive/MyDrive/EGBI222_Group Project_1/audio/JmHT-c55Gpw.mp3,"That was good as your boy DJ. This is a new song called just breathe. Let me know what you think I gotta be real with you baby. Here's my confession I know we bout to commit a sin but your body is a blessing And I notice me attesting and I'm bout to fail I've been a bad boy for me a couple songs you can post my bed Screaming DJ mo we bought to do some things that you ain't never done before I hope you ready baby. Yeah For this ride we bought to do it easy need to relax your body and just Breathe baby. I bought this adducia just breathe You're beautiful goddess now baby. Let me reduce the doosier just breathe for a minute Musa, Musa for a minute Just breathe Just breathe Baby I'm about to seduce you Just breathe You're a beautiful goddess now baby let me seduce you Just breathe for a minute Just breathe Musa, Musa for a minute Just breathe You need to relax and just breathe DJ just breathe let me know what y'all think how to not","That was good as your boy DJ. This is a new song called just breathe. Let me know what you think I gotta be real with you, baby. Here's my confession I know we bought the committee sin, but your body is a blessing And I noticed me a testing and I'm about to fail I've been a bad boy for me a couple songs you can post my bed Screaming DJ mo we bought to do some things that you ain't never done before I hope you ready baby. Yeah For this ride we bought to do it easy need to relax your body and just Breathe baby. I bought this adducia just breathe You're beautiful goddess now baby. Let me reduce adducia just breathe for a minute Musa, Musa, for a minute, just breathe, just breathe Baby I'm about to seduce you, just breathe You're a beautiful goddess now baby let me seduce you, just breathe for a minute, just breathe Musa, Musa, for a minute, just breathe You need to relax and just breathe DJ just breathe let me know what y'all think how to not"
JobP-jtvRI4,368,2267,2073,1280,720,12.52,12.52,h264,Music,https://www.youtube.com/watch?v=JobP-jtvRI4,"How to Play ""Wild Horses"" on Ukulele:  For Anneka",Practice grasshopper,,7199,54,4,/content/drive/MyDrive/EGBI222_Group Project_1/audio/JobP-jtvRI4.mp3,"Hey, Annika Congrats on well not really congrats, but thank you for contributing to the album campaign and your incentive bonus incentive is Tutorial that you requested and you requested wild horses on ukulele among other songs. So here's how you play it The chords are simple. I think you know all of them, but it's just a matter of playing in the right order So the first quarter the whole song you're gonna bar first second and third strings on the second fret and then with your let's say ring finger you're gonna fourth string fourth fret so again looks like this so again try to sing like Jagger it's gonna sound terrible so you know really funny you switch this is easy to do that second chord you switch to is just a G chord and you know how to play this you can embellish if you want to hammer on With your pinky whatever so again The next core is just an a minor forget the middle finger a minor is just a one finger second fret that top string fourth string And then it's another super easy core to C core which is just one finger And then a quick transition. So what that transition is, is A minor. It's a D. So what I'm doing is I'm just fretting on the second fret, the fourth, third, and second string. You could borrow two, but I like to do it with three fingers. So. And then back to that D. and all I'm doing there is those three fingers but then I'm sliding my ring finger from the second fret to the third fret and then back to that first thing. The chorus is A minor, super easy. To an F, which is just a kind of A minor. It's like the first chord in postcards in Middle, Beirut. So again. So I'll do a whole verse. I'm just playing it without stopping. You can do it. I know you can. Okay. Let me know if you have any more questions or follow-up videos. Thank you, Annika.","Hey, Annika Congrats on well not really congrats, but thank you for contributing to the album campaign and your incentive bonus incentive is Tutorial that you requested and you requested wild horses on ukulele among other songs. So here's how you play it The chords are simple. I think you know all of them But it's just a matter of playing in the right order. So the first quarter the whole song you're gonna bar first second and third strings on the second fret. And then with your, let's say ring finger, you're gonna fourth string, fourth fret. So again, it looks like this. So again, try to sing like Jagger. It's gonna sound terrible. So, you know, it'll be funny. You switch this. That second chord you switch to is just a G chord and you know how to play this. You can embellish if you want to hammer on. With your pinky whatever so again The next core is just an a minor forget the middle finger a minor is just a one finger second fret that top string fourth string And then it's another super easy core to C core which is just one finger And then a quick transition. So what that transition is, is A minor. It's a D. So what I'm doing is I'm just fretting on the second fret, the fourth, third, and second string. You could borrow two, but I like to do it with three fingers. So. And then back to that D. And all I'm doing there is those three fingers, but then I'm sliding my ring finger from the second fret to the third fret. And then back to that first thing. The chorus is A minor, super easy. To an F, which is just a kind of A minor. It's like the first chord in postcards in Middle, Beirut. So again. So I'll do a whole verse. I'm just playing it without stopping. You can do it. I know you can. Okay. Let me know if you have any more questions or follow-up videos. Thank you, Annika."
JtWv-RUrwq4,98,5486,5292,1920,1080,30.0,30.0,h264,People & Blogs,https://www.youtube.com/watch?v=JtWv-RUrwq4,Niccothebestrabbit,,,32,0,0,/content/drive/MyDrive/EGBI222_Group Project_1/audio/JtWv-RUrwq4.mp3,"Eu não tenho cegos. Eu le digo, eu le faço a lo que quiera, xe me encantaria que ligéssemos e seguéssemos estando juntos. Pero para que... acceptará a edición que tu me dice.","I don't know. I'll tell you whatever you want, I'd love you to choose what we're still together. But... I'll accept the decision I made."
JuO-aanu7zA,342,173,38,320,240,18.0,0.0,h264,Music,https://www.youtube.com/watch?v=JuO-aanu7zA,Def Leppard - Love Bites- HQ (Melhor Qualidade),Melhor Qualidade 320 KBPS.,"Bites, Love, Def, Leppard",2268,11,3,/content/drive/MyDrive/EGBI222_Group Project_1/audio/JuO-aanu7zA.mp3,"If you can't live in the same way that you had, live in the same way that you had.","If you think that we're the same, we're true to you. We're the same."
K-7U-7hAm8M,198,3655,3527,1920,1080,29.92,29.92,h264,People & Blogs,https://www.youtube.com/watch?v=K-7U-7hAm8M,~ O9.O5.2O1O,"Mãe eu te amo muito !  Feliz dia das mães, hj e sempre. ♥'",mamãe,61,1,0,/content/drive/MyDrive/EGBI222_Group Project_1/audio/K-7U-7hAm8M.mp3,"Eu tenho tanto pra lhe falar, mas com palavras Não sei dizer como é grande o meu amor por você Não há nada comparar para poder como é grande o mesmo céu em as estrelas nem mesmo mar o infinito não é maior que o meu amor mais bonito e desespero a procurar alguma forma de lhe falar como é grande o meu amor por você a se esqueça segundo como é grande o meu amor por você Assim es que eu sei, eu sei","I have so much to tell you But with words I don't know how to say How big is my love for you There is nothing to compare to power How big is the same sky in the stars Not even the infinite sea I hope my love is more beautiful and I hope to find a way to tell you how big my love is for you to forget the second is too big my love for you So I know, I know"
